Category,City,Title,Rating,TimesRated,Address,Phone,Instagram
כושר,תל אביב,לרקוד מהלב,9.5,314 ביקורות,"התחייה 14, תל אביב יפו",052-2235941,אין
כושר,תל אביב,"Pilates city
מנוהל",9.2,115 ביקורות,"דיזנגוף 233, תל אביב יפו",03-6426333,https://www.instagram.com/pilates.city/
כושר,תל אביב,"Adis Studio
מנוהל",9.1,20 ביקורות,"הקליר 20, תל אביב יפו",052-5528615,https://www.instagram.com/adibensimon__/
כושר,תל אביב,"פאנקי גודס נטע לי לוי
מנוהל",9.4,46 ביקורות,"קומפרט 4, תל אביב יפו",050-9500118,https://www.instagram.com/Poledanceisrael/
כושר,תל אביב,"לגסי ג'ים איגרוף לנשים
מנוהל",9.3,80 ביקורות,"תוצרת הארץ 3, תל אביב יפו",058-4009183,https://www.instagram.com/legacy_boxingtlv/
כושר,תל אביב,"קרוספיט White City
מנוהל",9.2,185 ביקורות,"דרך מנחם בגין 125, תל אביב יפו",058-7800466,https://www.instagram.com/crossfitwhitecity/
כושר,תל אביב,"רזי בן RAZI BEN
מנוהל",8.8,40 ביקורות,תל אביב יפו,055-7119376,https://www.instagram.com/razi.ben/
כושר,תל אביב,Fight TLV,9.4,150 ביקורות,"הירקון 167, תל אביב יפו",073-3989952,אין
כושר,תל אביב,פארק גלית,8.6,1771 ביקורות,"וינגייט 2, תל אביב יפו",אין,אין
כושר,תל אביב,"ויג'נאנה יוגה
מנוהל",9.4,152 ביקורות,"מזא""ה 22, תל אביב יפו",050-6854146,אין
כושר,תל אביב,"Training Room Studio
מנוהל",9.2,131 ביקורות,"ה' באייר 46, תל אביב יפו",054-6865682,אין
כושר,תל אביב,"מייכלי ואביטל פילאטיס
מנוהל",9.2,96 ביקורות,"בן יהודה 220, תל אביב יפו",052-8579388,https://www.instagram.com/mikelyandavitalpilates/
כושר,תל אביב,"אנדלסרול
מנוהל",9,376 ביקורות,"השלושה 2, תל אביב יפו",077-4660037,https://www.instagram.com/EndlessRoll/
כושר,תל אביב,"רועי נאמן ג'יו ג'יטסו ברזילאי
מנוהל",9.4,82 ביקורות,"בן שמן 4, תל אביב יפו",054-2042035,אין
כושר,תל אביב,קרוספיט נמל FITHUB,9.3,264 ביקורות,"נמל תל אביב 31, תל אביב יפו",052-4445050,אין
כושר,תל אביב,"סטודיו 24
מנוהל",9.4,155 ביקורות,"יוסף קארו 19, תל אביב יפו",052-6488846,https://www.instagram.com/studio24_fitness_factory/
כושר,תל אביב,סטודיו PRESS,9.3,214 ביקורות,"ש. גנני 8, תל אביב יפו",03-6860077,https://www.instagram.com/press_tlv/
כושר,תל אביב,היכל מנורה מבטחים,8.7,11738 ביקורות,"יגאל אלון 51, תל אביב יפו",03-6376000,אין
כושר,תל אביב,"סאפ יוגה תל אביב SUP yoga Tel Aviv
מנוהל",9.1,119 ביקורות,"חוף הילטון, תל אביב יפו",054-8335122,https://www.instagram.com/supyogatelaviv/
כושר,תל אביב,"אור היוגה
מנוהל",9.4,140 ביקורות,"סירקין 9, תל אביב יפו",03-5255052,https://www.instagram.com/orhayoga_tlv/
כושר,תל אביב,"יוגה לבונטין
מנוהל",9.3,148 ביקורות,"לבונטין 7, תל אביב יפו",03-5603888,אין
כושר,תל אביב,"ULTIMATE
מנוהל",8.8,28 ביקורות,"ברנדייס 2, תל אביב יפו",050-8873002,https://www.instagram.com/Ultimate_tlv/
כושר,תל אביב,"אימונוי
מנוהל",9.4,182 ביקורות,"מלכי ישראל 9, תל אביב יפו",052-4529478,https://www.instagram.com/noy.247/
כושר,תל אביב,"ספורטק ת""א",8.7,4204 ביקורות,"שדרות רוקח 40, תל אביב יפו",03-6990307,אין
כושר,תל אביב,"הגר ורחלי פילאטיס
מנוהל",9.1,42 ביקורות,"בן סרוק 10, תל אביב יפו",054-2302262,https://www.instagram.com/hagar_racheli_pilates_tlv/
כושר,תל אביב,"קרוספיט פלורנטין
מנוהל",9,88 ביקורות,"אבולעפיה 6, תל אביב יפו",052-2503506,אין
כושר,תל אביב,המרכז לטניס בישראל,8.9,585 ביקורות,"אד קוץ' 6, תל אביב יפו",03-6830038,אין
כושר,תל אביב,"אידיאל פילאטיס
מנוהל",9,32 ביקורות,"שדרות בן גוריון 72, תל אביב יפו",050-5987580,https://www.instagram.com/Baruchsarusi/
כושר,תל אביב,איצטדיון בלומפילד,8.7,6045 ביקורות,"שארית ישראל, תל אביב יפו",03-6376000,אין
כושר,תל אביב,קרוספיט תל אביב,9,132 ביקורות,"כיכר אתרים, תל אביב יפו",077-4331853,אין
כושר,תל אביב,קולנוע פאר מועדון הכושר,8.7,338 ביקורות,"ישעיהו 1, תל אביב יפו",03-5441344,https://www.instagram.com/KOLNOAPEER/
כושר,תל אביב,המרכז לטניס בישראל,8.7,297 ביקורות,"צבי נשרי 6, תל אביב יפו",03-6311023,אין
כושר,תל אביב,"ביקראם יוגה
מנוהל",9.1,187 ביקורות,"בן אביגדור 26, תל אביב יפו",03-6241807,https://www.instagram.com/Bikramyogaisrael/
כושר,תל אביב,צ'ילי בית ספר לגלישה,9.1,123 ביקורות,"הירקון 40, תל אביב יפו",053-9531805,אין
כושר,תל אביב,פילטיס בנחלה,9,65 ביקורות,"רמב""ם 7 א, תל אביב יפו",051-5002769,אין
כושר,תל אביב,טופסי,8.7,58 ביקורות,"הירקון 165, תל אביב יפו (כיכר אתרים)",050-4329001,אין
כושר,תל אביב,סטודיו Fly,9,20 ביקורות,"חיסין 5, תל אביב יפו",074-7020302,אין
כושר,תל אביב,מרכז שיבננדה ליוגה,9,44 ביקורות,"לטריס 6, תל אביב יפו",03-6961810,אין
כושר,תל אביב,"PILATES STUDIO ברנדייס
מנוהל",9,41 ביקורות,"ברנדייס 2, תל אביב יפו",052-8676046,https://www.instagram.com/fithousetlv/
כושר,תל אביב,"PILATES STUDIO
מנוהל",8.8,17 ביקורות,"שדרות רוטשילד 140, תל אביב יפו",077-3645969,https://www.instagram.com/fithousetlv/
כושר,תל אביב,סטודיו טלי תבור,8.9,146 ביקורות,"שביל המרץ 5, תל אביב יפו",052-3252978,אין
כושר,תל אביב,קאנטרי קהילתי ג',9,112 ביקורות,"מאיר פיינשטיין 18, תל אביב יפו",03-6565166,אין
כושר,תל אביב,אלהיוגה,8.9,214 ביקורות,"נמל תל אביב 39, תל אביב יפו",03-5444881,אין
כושר,תל אביב,סטודיו נעים,8.9,264 ביקורות,"הרב יצחק ידידיה פרנקל 30, תל אביב יפו",03-5188998,אין
כושר,תל אביב,"רינת פילאטיס מכשירים
מנוהל",8.8,44 ביקורות,"דרך השלום 107, תל אביב יפו",054-8008996,אין
כושר,תל אביב,"מורפילאטיס
מנוהל",9,56 ביקורות,"שדרות ההשכלה 9, תל אביב יפו",058-5777917,אין
כושר,תל אביב,"צ'אנדרה יוגה
מנוהל",9,78 ביקורות,"אשתורי הפרחי 4, תל אביב יפו",03-5464045,אין
כושר,תל אביב,פילאטיס 29,8.7,22 ביקורות,"לבונטין 12, תל אביב יפו",054-3830033,אין
כושר,תל אביב,"FIT TLV
מנוהל",9.1,51 ביקורות,"ברנדייס 20, תל אביב יפו",03-9562020,אין
כושר,תל אביב,"לשחות בקלות
מנוהל",8.7,29 ביקורות,"דיזנגוף סנטר, תל אביב יפו",058-6665565,https://www.instagram.com/Daniel_Baranis/
כושר,תל אביב,"Lusy yoga garden לוסי יוגה גארדן
מנוהל",8.6,9 ביקורות,"דרך משה דיין 138, תל אביב יפו",050-3411195,https://www.instagram.com/Lusy_yoga_garden/
כושר,תל אביב,"הבית של שירי ושות
מנוהל",9,60 ביקורות,"שדרות מסריק 14, תל אביב יפו",054-5608844,אין
כושר,תל אביב,"סהרה סיטי בית ספר למחול מזרחי
מנוהל",8.8,24 ביקורות,"אמזלג 45, תל אביב יפו",03-5252373,אין
כושר,תל אביב,"Toolbox
מנוהל",8.8,64 ביקורות,"ארלוזורוב 76, תל אביב יפו",03-9331142,https://www.instagram.com/Toolboxgymtlv/
כושר,תל אביב,"המרכז הישראלי לטאי צ'י
מנוהל",9,28 ביקורות,"הרצל 158, תל אביב יפו (בית מרס)",טלפון,https://www.instagram.com/taichicenterisrael/
כושר,תל אביב,Gyrotonic Room ג'ירוטוניק רום,9,27 ביקורות,"בן יהודה 32, תל אביב יפו (בית אל על)",074-7031014,אין
כושר,תל אביב,מרכז הספורט הלאומי תל אביב,8.7,450 ביקורות,"בכור שלום שטרית 6, תל אביב יפו",03-6496464,אין
כושר,תל אביב,"Ystudio פילאטיס מכשירים
מנוהל",8.7,20 ביקורות,"חפץ חיים 10, תל אביב יפו",053-2405577,https://www.instagram.com/ystudio_pilates/
כושר,תל אביב,סטודיו נעים,8.6,16 ביקורות,"מנדלי מוכר ספרים 9, תל אביב יפו",03-5188998,אין
כושר,תל אביב,"לילו
מנוהל",8.6,10 ביקורות,"דרך בן צבי 84, תל אביב יפו (בניין פנורמה)",050-8330040,https://www.instagram.com/Lilu_doctory/
כושר,תל אביב,EMS Club,8.6,43 ביקורות,"בר כוכבא 52, תל אביב יפו",077-9386263,אין
כושר,תל אביב,לוקר רום,8.6,38 ביקורות,"טשרניחובסקי 31, תל אביב יפו",03-5092727,אין
כושר,תל אביב,בית הספר לבריגהו יוגה,9.4,328 ביקורות,"חובבי ציון 46, תל אביב יפו",052-3561866,אין
כושר,תל אביב,"34HABITS
מנוהל",8.6,8 ביקורות,"יהודה הימית 34, תל אביב יפו",053-4543434,https://www.instagram.com/34_habits/
כושר,תל אביב,"יוגה שאלה
מנוהל",8.6,20 ביקורות,"יהודה הימית 37, תל אביב יפו",054-7543030,https://www.instagram.com/yogashalajaffa/
כושר,תל אביב,"לייזר דאנס
מנוהל",9.4,195 ביקורות,"קהילת ונציה 10, תל אביב יפו",077-4140700,https://www.instagram.com/leyzerdance.official/
כושר,תל אביב,"אישה בתנועה
מנוהל",8.5,31 ביקורות,"סנהדרין 16, תל אביב יפו",052-4228685,אין
כושר,תל אביב,"TRAIN STATION
מנוהל",8.6,38 ביקורות,"שלמה המלך 100, תל אביב יפו",050-4555406,https://www.instagram.com/Trainstationtlv/
כושר,תל אביב,מועדוני לב הים,9,211 ביקורות,"אליעזר פרי 14, תל אביב יפו",03-5224079,אין
כושר,תל אביב,פילאטיס סטודיו,8.5,16 ביקורות,"יגאל אלון 53, תל אביב יפו",077-8043686,אין
כושר,תל אביב,"אורלי אורן
מנוהל",8.8,29 ביקורות,"יחיאלי 5, תל אביב יפו (מרכז סוזן דלל)",052-3697174,https://www.instagram.com/pilatesorlytlv/
כושר,תל אביב,"KMA
מנוהל",9.4,98 ביקורות,"יהודה בורלא 25, תל אביב יפו",050-7888373,אין
כושר,תל אביב,מרכז איינגר יוגה תל אביב דרום,8.7,40 ביקורות,"המחוגה 5, תל אביב יפו",052-5000367,אין
כושר,תל אביב,"אופיר רבינוביץ'
מנוהל",8.6,17 ביקורות,"מטלון 66, תל אביב יפו",טלפון,https://www.instagram.com/MOVEINFOCUS/
כושר,תל אביב,"הראל אשרם
מנוהל",8.6,14 ביקורות,תל אביב יפו,050-7171108,אין
כושר,תל אביב,אבן כסף סטודיו לפילאטיס,8.6,13 ביקורות,"הרב עמיאל 11, תל אביב יפו",052-8457836,אין
כושר,תל אביב,קאנטרי נווה אביבים,8.7,426 ביקורות,"לויטן 3, תל אביב יפו",03-6414545,אין
כושר,תל אביב,"רויטל יוגה
מנוהל",9.6,264 ביקורות,"בנימין מטודלה 32, תל אביב יפו",054-4555302,https://www.instagram.com/revitalyoga/
כושר,תל אביב,"אומנויות לחימה אקבן
מנוהל",8.9,68 ביקורות,"הירקון 294, תל אביב יפו",052-5108747,אין
כושר,תל אביב,"רייצ'ל שיר קרב מגע
מנוהל",8.8,54 ביקורות,"מגדל שורשן 19, תל אביב יפו",054-7683088,https://www.instagram.com/rs_kravmagaacademy/
כושר,תל אביב,"סאבטרה
מנוהל",8.7,42 ביקורות,"ראול ולנברג 24, תל אביב יפו (מגדלי זיו)",050-6335566,https://www.instagram.com/subterra.tlv/
כושר,תל אביב,טוטאל אימרז'ן,9,248 ביקורות,"גייגר 22, תל אביב יפו",03-5400710,אין
כושר,תל אביב,"פילאטיס מכשירים Beyond
מנוהל",8.6,49 ביקורות,"אורי צבי גרינברג 25, תל אביב יפו",058-6825566,https://www.instagram.com/beyondpilatestlv/
כושר,תל אביב,"דוג'ו
מנוהל",8.5,25 ביקורות,"הארד 5, תל אביב יפו",077-8050055,אין
כושר,ירושלים,אין,0.0,0 ביקורות,אין,אין,אין
כושר,ירושלים,"הפיינטבול הירושלמי
מנוהל",8.8,42 ביקורות,"גבעת התחמושת, ירושלים",052-4689053,אין
כושר,ירושלים,"טים קארטינג
מנוהל",9,1147 ביקורות,"קניון לב תלפיות, ירושלים",077-5030566,אין
כושר,ירושלים,"Only 20 EMS
מנוהל",8.6,50 ביקורות,"שדרות יצחק רבין 10, ירושלים (סינמה סיטי)",077-8066549,https://www.instagram.com/Only20ems/
כושר,ירושלים,פרופיט,9.1,573 ביקורות,"האומן 17, ירושלים (קניון לב תלפיות)",02-6317777,אין
כושר,ירושלים,מרחב תנועה,8.9,77 ביקורות,"החלוץ 49, ירושלים",050-7306690,אין
כושר,ירושלים,"ריפרש
מנוהל",8.4,91 ביקורות,"סנטר 1, ירושלים",02-6339183,אין
כושר,ירושלים,סטודיו מטי,8.8,234 ביקורות,"קניון הדר, ירושלים",טלפון,אין
כושר,ירושלים,"MyRide נהיגה ספורטיבית
מנוהל",9.4,556 ביקורות,"המעיין 9, ירושלים",054-4980896,https://www.instagram.com/myride_isr/
כושר,ירושלים,VIP GYM,8.8,121 ביקורות,"המלך ג'ורג' 3, ירושלים (מרכז הפעמון)",052-8585856,אין
כושר,ירושלים,אינספייר INSPIRE,9.3,91 ביקורות,"דרך עזה 32, ירושלים",052-3585126,אין
כושר,ירושלים,סטודיו פנימה,8.9,18 ביקורות,"החלוץ 47, ירושלים",054-4938485,אין
כושר,ירושלים,Pole Dance and Fitness,8.8,51 ביקורות,"בית יעקב 10, ירושלים",054-4957200,אין
כושר,ירושלים,"Target איירסופט
מנוהל",0.0,1 ביקורות,"שדרות משה דיין 106, ירושלים",052-2555433,אין
כושר,ירושלים,מרכז קוסל לחינוך גופני,8.5,168 ביקורות,ירושלים,02-6586611,אין
כושר,ירושלים,רזים,8.9,165 ביקורות,"דיסקין 9, ירושלים",02-5661316,אין
כושר,ירושלים,ג'אמפ,8.4,266 ביקורות,"שדרות שז""ר 1, ירושלים",02-6233377,אין
כושר,ירושלים,"שיראל אסוייד
מנוהל",8.6,8 ביקורות,ירושלים,053-9630804,https://www.instagram.com/shirelfitness/
כושר,ירושלים,"יוגה פוינט
מנוהל",9.5,240 ביקורות,"רמב""ן 23, ירושלים",050-9509404,https://www.instagram.com/yogapoint.co.il/
כושר,ירושלים,כושר ג'ים,8.6,8 ביקורות,"שטנר 3, ירושלים (מרכז שטנר)",02-9943000,אין
כושר,ירושלים,אילונגיישן,8.6,15 ביקורות,"כנפי נשרים 31, ירושלים",1-700-555568,אין
כושר,ירושלים,איצטדיון טדי,8.6,5846 ביקורות,ירושלים,02-6788320,אין
כושר,ירושלים,"קשת ארט סטודיו נשים
מנוהל",8.7,94 ביקורות,"שדרות הרצל 122, ירושלים",077-7858100,אין
כושר,ירושלים,נוות ישראל,8.6,5 ביקורות,"שמואל הנביא 24, ירושלים",02-6221522,אין
כושר,ירושלים,בית הנוער העברי,8.4,354 ביקורות,"הרב הרצוג 105, ירושלים",02-6494111,אין
כושר,ירושלים,"סקיי ג'ים
מנוהל",9.4,225 ביקורות,"הפרסה 3, ירושלים",052-3213470,https://www.instagram.com/skygym_personal_training/
כושר,ירושלים,"עקבות בטבע
מנוהל",8.1,5 ביקורות,"גבעת התחמושת, ירושלים",052-8938921,אין
כושר,ירושלים,בריכת אלישע,0.0,9 ביקורות,"דרך בית לחם 52, ירושלים",02-5095577,אין
כושר,ירושלים,גילה,7.7,16 ביקורות,"ורדינון 14, ירושלים",02-6461111,אין
כושר,ירושלים,פיטלנד Fitland ירושלים,0.0,5 ביקורות,"א.ש. הרטום 16, ירושלים",*2997,אין
כושר,ירושלים,בודי קונטרול סטודיו פילאטיס,0.0,10 ביקורות,"הכיסופים 801, ירושלים",02-5865831,אין
כושר,ירושלים,"חדר כושר מלון מצודת דוד
מנוהל",0.0,1 ביקורות,"דוד המלך 7, ירושלים (מלון מצודת דוד)",02-6212255,אין
כושר,ירושלים,"אהימסה ישראל
מנוהל",8.3,5 ביקורות,"חזקיהו המלך 17, ירושלים",052-8648035,אין
כושר,ירושלים,סקייטפארק ירושלים,0.0,2 ביקורות,"גן הפעמון, ירושלים",אין,אין
כושר,ירושלים,מועדון כושר לזוז ירושלים,7.7,66 ביקורות,"המלך ג'ורג' 20, ירושלים",02-9968499,אין
כושר,ירושלים,"מיכל אלדר
מנוהל",8.5,13 ביקורות,"רחל אמנו 47, ירושלים",טלפון,https://www.instagram.com/Micheldar/
כושר,ירושלים,"GFIT
מנוהל",8.7,59 ביקורות,"גדעון, ירושלים",054-8077127,אין
כושר,ירושלים,"mma ג'וג'יטסו ברזילאי
מנוהל",0.0,6 ביקורות,"הצפירה 32, ירושלים",054-6652307,אין
כושר,ירושלים,קרוספיט ירושלים,8.6,86 ביקורות,"ג'ורג' וושינגטון, ירושלים",054-3132568,אין
כושר,ירושלים,"סטודיו 6 ירושלים
מנוהל",0.0,2 ביקורות,"דרך בית לחם 7, ירושלים",077-7866630,https://www.instagram.com/studio6jlm/
כושר,ירושלים,בריכה לחרדים,0.0,1 ביקורות,"איצטדיון טדי, ירושלים",054-5291117,אין
כושר,ירושלים,תלפיות מזרח,0.0,0 ביקורות,"עולי הגרדום 13, ירושלים",02-6732877,אין
כושר,ירושלים,"נולד לשחות
מנוהל",0.0,3 ביקורות,"שכונת קרית אוניברסיטת גבעת רם, ירושלים",050-7434464,אין
כושר,ירושלים,חוות הנוער הציוני,0.0,41 ביקורות,"שדרות ש""י עגנון 24, ירושלים",02-6491900,אין
כושר,ירושלים,"תמר צמח
מנוהל",7.7,3 ביקורות,"שמעוני, ירושלים",טלפון,אין
כושר,ירושלים,מאסטר מארק וייסמן דוג'ו בהרים,0.0,10 ביקורות,"פארק וואהל גן הורדים, ירושלים",052-2878821,אין
כושר,ירושלים,חדר כושר ההגנה,8.1,37 ביקורות,"ההגנה 13, ירושלים",02-5416021,אין
כושר,ירושלים,המרכז להתעמלות קרקע,0.0,1 ביקורות,"דרך אגודת ספורט בית""ר 1, ירושלים (קניון מלחה)",054-3267637,אין
כושר,ירושלים,היכל הספורט מלחה,0.0,1 ביקורות,"אברהם שטרן 3, ירושלים",02-5453753,אין
כושר,ירושלים,"Carmit Fit
מנוהל",0.0,16 ביקורות,"יד חרוצים 10, ירושלים",050-4918898,https://www.instagram.com/CARMIT_FIT/
כושר,ירושלים,"ג'וזף
מנוהל",0.0,16 ביקורות,"עמק רפאים 12, ירושלים",054-6626151,https://www.instagram.com/pilatestudio_joseph/
כושר,ירושלים,"בן אלהרר קראטה וקרב מגע
מנוהל",8.6,15 ביקורות,"בית וגן, ירושלים",054-9246506,אין
כושר,ירושלים,"Capital Latina
מנוהל",8.9,75 ביקורות,"הרב הרצוג 105, ירושלים",073-3393466,https://www.instagram.com/capitallatina/
כושר,ירושלים,"MG Fitness
מנוהל",0.0,0 ביקורות,"קניון רמות, ירושלים",054-4456117,אין
כושר,ירושלים,מרכז הספורט בית טיילור,8.1,150 ביקורות,"ישראל זנגוויל 23, ירושלים",02-6443222,אין
כושר,ירושלים,סטודיו מטי,8.5,337 ביקורות,"איצטדיון טדי, ירושלים",02-6252525,אין
כושר,ירושלים,"בריכת יער ירושלים
מנוהל",8.1,16 ביקורות,"דוד מרדכי מאיר, ירושלים",02-6752911,אין
כושר,ירושלים,"מרכז קהילתי ע""ש פיליפ ליאון",0.0,1 ביקורות,"צ'ילה 8, ירושלים",02-6414896,אין
כושר,ירושלים,מועדון כושר ניו פיטנס,8.8,27 ביקורות,"דרך אגודת ספורט בית""ר 1, ירושלים",079-6999409,https://www.instagram.com/newfitness.malha/
כושר,ירושלים,אלבז דאנס,9.2,76 ביקורות,"האומן 9, ירושלים (בנין היהלום שבכתר)",02-6500999,אין
כושר,ירושלים,המרכז לטניס בישראל,8.8,336 ביקורות,"אברהם אלמליח 1, ירושלים",02-6791866,אין
כושר,ירושלים,iclimb,8.6,427 ביקורות,"דרך אגודת ספורט בית""ר 1, ירושלים (קניון מלחה)",02-6482264,אין
כושר,ירושלים,"לימור מזרחי limifit
מנוהל",8.8,36 ביקורות,"רשב""ג, ירושלים",050-5737516,אין
כושר,ירושלים,"בן שושני
מנוהל",9.2,99 ביקורות,"דוד איילון 1, ירושלים",053-9630804,https://www.instagram.com/Shoshanifit/
כושר,ירושלים,סטודיו מטי,0.0,0 ביקורות,"רמות, ירושלים",02-6252525,אין
כושר,ירושלים,פיס ארנה ירושלים,8.8,4635 ביקורות,"דרך דוד בנבנישתי 1, ירושלים",02-6297982,אין
כושר,ירושלים,"קפוארה ירושלים
מנוהל",8.6,17 ביקורות,"איצטדיון טדי, ירושלים",052-2653135,אין
כושר,ירושלים,"לירון חביב
מנוהל",0.0,2 ביקורות,"איצטדיון טדי, ירושלים",052-8556641,אין
כושר,ירושלים,"Star1 gym
מנוהל",0.0,0 ביקורות,"שמאי 16, ירושלים",052-3712299,אין
כושר,ירושלים,הבלוק,8.4,81 ביקורות,"אלישר 7, ירושלים",02-5398991,אין
כושר,ירושלים,"המור""ק
מנוהל",0.0,0 ביקורות,"כ""ט בנובמבר, ירושלים",052-4689053,אין
כושר,ירושלים,"בועז אומנויות לחימה
מנוהל",0.0,0 ביקורות,"חיים פזנר 1, ירושלים",052-2407299,https://www.instagram.com/taekwondo_boaz_martial_arts/
כושר,ירושלים,מינהל קהילתי פסגת זאב,0.0,0 ביקורות,"שדרות משה דיין 135, ירושלים",02-5848900,אין
כושר,ירושלים,"שלומי חמיצר
מנוהל",8.7,45 ביקורות,"אברהם רפול הררי 16, ירושלים",050-3059039,https://www.instagram.com/linktr.ee/
כושר,ירושלים,"JLMambo
מנוהל",7.9,3 ביקורות,"מרכז קהילתי בית הכרם, ירושלים",055-3171216,https://www.instagram.com/Jlmambo_studio/
כושר,ירושלים,ליידי פיטנס,8,163 ביקורות,"ירמיהו 43, ירושלים (סנטר 1)",02-6339178,אין
כושר,ירושלים,Coscas Fitness,8.5,12 ביקורות,"המעפילים 17, ירושלים",054-3309282,אין
כושר,ירושלים,"אולימפוס קרוספיט 2918
מנוהל",0.0,38 ביקורות,"איצטדיון טדי, ירושלים",050-4555152,אין
כושר,ירושלים,בריכת שחיה מכון תנועה במים,0.0,0 ביקורות,"יפו 232, ירושלים",02-5004970,אין
כושר,ירושלים,אביטל פילאטיס,0.0,17 ביקורות,"קרן היסוד 19 ב, ירושלים",052-8781313,אין
כושר,ירושלים,"מרכז ליוגה ומדיטציה
מנוהל",0.0,5 ביקורות,"ראובן 3, ירושלים",02-6714854,אין
כושר,ירושלים,פירואט,0.0,6 ביקורות,"שדרות ש""י עגנון 20, ירושלים",054-6910030,אין
כושר,ירושלים,"סטפאנוס
מנוהל",0.0,0 ביקורות,"דרך בית לחם 81, ירושלים",054-4868217,אין
כושר,ירושלים,הסטודיו של ניצה,0.0,4 ביקורות,"חזקיהו המלך 17, ירושלים",054-7207609,אין
כושר,ירושלים,רועי ולטר גרייסי ג'יו ג'יטסו,0.0,17 ביקורות,"כ""ט בנובמבר 15, ירושלים",054-3414342,אין
כושר,ירושלים,"סטודיו be1
מנוהל",0.0,25 ביקורות,"שדרות יצחק רבין 10, ירושלים (סינמה סיטי)",02-9414777,https://www.instagram.com/studiobe1/
כושר,ירושלים,"קראטה דו שוטוקאן ירושלים
מנוהל",0.0,5 ביקורות,"ורדינון 14, ירושלים",052-3477223,אין
כושר,ירושלים,"קילומבו סטודיו לקפואירה
מנוהל",0.0,38 ביקורות,"הרכבים 13, ירושלים",050-2057916,https://www.instagram.com/alonyudelevich/
כושר,ירושלים,מרכז נוה שאנן ליוגה,0.0,8 ביקורות,"הורקניה 14, ירושלים",077-4243494,אין
כושר,ירושלים,"הפועל ירושלים שחייה
מנוהל",0.0,6 ביקורות,"הורקניה 26, ירושלים",02-6794004,https://www.instagram.com/hapoelswim/
כושר,ירושלים,"קרוספיט עיר דוד
מנוהל",0.0,71 ביקורות,"מעשה חושב 4, ירושלים",054-2083499,https://www.instagram.com/crossfitcod/
כושר,ירושלים,"גל
מנוהל",0.0,66 ביקורות,"הארי טרומן 1, ירושלים",052-6866173,https://www.instagram.com/galhfit/
כושר,ירושלים,"מאמנת כושר אישית אביגיל
מנוהל",0.0,10 ביקורות,"השופט חיים כהן, ירושלים",054-6315958,https://www.instagram.com/Avigail.miz/
כושר,ירושלים,"מחולה
מנוהל",0.0,7 ביקורות,"הרב הרצוג 105, ירושלים",02-5636663,אין
כושר,ירושלים,"ידין אוחיון
מנוהל",8.3,11 ביקורות,"תלפיות, ירושלים",054-6223333,אין
כושר,ירושלים,"נועה אופק
מנוהל",0.0,5 ביקורות,"חזקיהו המלך 17, ירושלים",054-5828372,אין
